Water_type	Indicator	Unit	Months	Depth_stratum	Region	Type	Typename	Min #year	Min per year	RefCond	H-G	G-M	M-P	P-B	Worst	ParameterVector_1	ParameterVector_2	ParameterVector_3	ParameterVector_4	ParameterVector_5	ParameterVector_6	ParameterVector_7	ParameterVector_8	ParameterVector_9	ParameterVector_10	V_WBperiod	V_WBannual	ntype_WB
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3GHB	Sjöar, grunda,hög alkalinitet, bruna	3	1	1	0.8	0.61	0.44	0.27	0	-0.4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3MLK	Sjöar, mellan djup,lav alkalinitet, klara	3	1	1	0.78	0.63	0.39	0.16	0	-0.48	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1583
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3MLB	Sjöar, mellan djup,lav alkalinitet, bruna	3	1	1	0.77	0.64	0.37	0.15	0	-0.41	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2096
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3MHK	Sjöar, mellan djup,hög alkalinitet, klara	3	1	1	0.85	0.62	0.39	0.15	0	-0.49	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3MHB	Sjöar, mellan djup,hög alkalinitet, bruna	3	1	1	0.8	0.61	0.44	0.27	0	-0.4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3DLK	Sjöar, djupa,lav alkalinitet, klara	3	1	1	0.85	0.62	0.39	0.15	0	-0.49	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3DLB	Sjöar, djupa,lav alkalinitet, bruna	3	1	1	0.8	0.61	0.44	0.27	0	-0.4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3DHK	Sjöar, djupa,hög alkalinitet, klara	3	1	1	0.85	0.62	0.39	0.15	0	-0.49	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige 200-800 m	3DHB	Sjöar, djupa,hög alkalinitet, bruna	3	1	1	0.8	0.61	0.44	0.27	0	-0.4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4GLK	Sjöar, grunda,lav alkalinitet, klara	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4GLB	Sjöar, grunda,lav alkalinitet, bruna	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4GHK	Sjöar, grunda,hög alkalinitet, klara	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4GHB	Sjöar, grunda,hög alkalinitet, bruna	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4MLK	Sjöar, mellan djup,lav alkalinitet, klara	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	258
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4MLB	Sjöar, mellan djup,lav alkalinitet, bruna	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4MHK	Sjöar, mellan djup,hög alkalinitet, klara	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4MHB	Sjöar, mellan djup,hög alkalinitet, bruna	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4DLK	Sjöar, djupa,lav alkalinitet, klara	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4DLB	Sjöar, djupa,lav alkalinitet, bruna	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4DHK	Sjöar, djupa,hög alkalinitet, klara	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakePTIEQR	No unit	7,8	NA	Norra Sverige >800 m	4DHB	Sjöar, djupa,hög alkalinitet, bruna	3	1	1	0.88	0.64	0.39	0.14	0	-0.9	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1GLK	Sjöar, grunda,lav alkalinitet, klara	3	1	50	45	35	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1GLB	Sjöar, grunda,lav alkalinitet, bruna	3	1	45	40	30	15	7.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1GHK	Sjöar, grunda,hög alkalinitet, klara	3	1	50	45	35	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1GHB	Sjöar, grunda,hög alkalinitet, bruna	3	1	45	40	30	15	7.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1MLK	Sjöar, mellan djup,lav alkalinitet, klara	3	1	50	45	35	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1MLB	Sjöar, mellan djup,lav alkalinitet, bruna	3	1	45	40	30	15	7.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	822
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1MHK	Sjöar, mellan djup,hög alkalinitet, klara	3	1	50	45	35	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1MHB	Sjöar, mellan djup,hög alkalinitet, bruna	3	1	45	40	30	15	7.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1DLK	Sjöar, djupa,lav alkalinitet, klara	3	1	50	45	35	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1DLB	Sjöar, djupa,lav alkalinitet, bruna	3	1	45	40	30	15	7.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1DHK	Sjöar, djupa,hög alkalinitet, klara	3	1	50	45	35	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Lakes	LakeNphytspec	No unit	7,8	NA	Södra Sverige	1DHB	Sjöar, djupa,hög alkalinitet, bruna	3	1	45	40	30	15	7.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2GLK	Sjöar, grunda,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2GLB	Sjöar, grunda,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	319
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2GHK	Sjöar, grunda,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2GHB	Sjöar, grunda,hög alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2MLK	Sjöar, mellan djup,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	137
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2MLB	Sjöar, mellan djup,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2MHK	Sjöar, mellan djup,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	710
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2MHB	Sjöar, mellan djup,hög alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2DLK	Sjöar, djupa,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2DLB	Sjöar, djupa,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2DHK	Sjöar, djupa,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige <200 m	2DHB	Sjöar, djupa,hög alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3GLK	Sjöar, grunda,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3GLB	Sjöar, grunda,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3GHK	Sjöar, grunda,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3GHB	Sjöar, grunda,hög alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3MLK	Sjöar, mellan djup,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1583
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3MLB	Sjöar, mellan djup,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2096
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3MHK	Sjöar, mellan djup,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3MHB	Sjöar, mellan djup,hög alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3DLK	Sjöar, djupa,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3DLB	Sjöar, djupa,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3DHK	Sjöar, djupa,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige 200-800 m	3DHB	Sjöar, djupa,hög alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige >800 m	4GLK	Sjöar, grunda,lav alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige >800 m	4GLB	Sjöar, grunda,lav alkalinitet, bruna	3	1	45	40	30	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
Lakes	LakeNphytspec	No unit	7,8	NA	Norra Sverige >800 m	4GHK	Sjöar, grunda,hög alkalinitet, klara	3	1	45	30	25	20	10	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
